itl,itlname,par,year,Taxonomy relative to the UK,Taxonomy relative to ITL1,GVA per hour worked,Export Intensity,New Businesses,Low Skilled,High Skilled,Active,Inactive due to Illness,Working Age,4G connected,Fibre connected,GFCF per job,ICT per job,Intangibles per job
TLE42,Leeds,TLE,2020,Falling behind,Losing ground,35.1,0.1518189224611243,0.11437565582371459,0.14291292463881297,0.4666146036704412,0.837172979304959,0.20863309352517986,0.6335635289067999,0.8731,0.44299999999999995,8459.480714095522,318.03629923649,1948.1787426750304
TLE42,Leeds,TLE,2021,Falling behind,Losing ground,36.1,0.17061837624518633,0.12200921385049784,0.15336827800427102,0.46068724519510773,0.7703358571151233,0.20963651732882502,0.6363352230261687,0.8728,0.607,,,
TLE42,Leeds,TLE,2022,Falling behind,Losing ground,36.8,,0.12895522388059702,0.10546875,0.46710526315789475,0.83984375,0.27599486521181,0.5913800042067738,0.9335,0.726,,,
TLE44,Calderdale and Kirklees,TLE,2020,Catching up,Catching up,31.7,0.19476806518476164,0.1165197393637409,0.18707738542449287,0.3410969196093163,0.7470573503631355,0.25346534653465347,0.6240486110894048,0.830171023921596,0.1812503755967074,5868.520047368047,227.613180868987,1288.9114688203936
TLE44,Calderdale and Kirklees,TLE,2021,Catching up,Catching up,32.4,0.21119543361224621,0.11977401129943503,0.19182547642928785,0.36484453360080243,0.765295887662989,0.24893162393162394,0.622846665396401,0.8346906424414365,0.2984586907239729,,,
TLE44,Calderdale and Kirklees,TLE,2022,Catching up,Catching up,32.7,,0.1286039453717754,0.11136712749615975,0.36098310291858676,0.7644649257552484,0.2858695652173913,0.6053073647279061,0.8889664207188788,0.381096663736365,,,
TLE45,Wakefield,TLE,2020,Falling behind,Catching up,32.2,0.15173210161662817,0.11936832326985601,0.19376498800959233,0.286810551558753,0.7923261390887291,0.36027713625866054,0.5940543281915106,0.7772,0.204,8353.403874487074,333.9340290038599,1583.5230801076382
TLE45,Wakefield,TLE,2021,Falling behind,Catching up,33.4,0.15076923076923077,0.12835685025034138,0.20893371757925072,0.2574447646493756,0.7853025936599424,0.29977628635346754,0.5884630712571686,0.78,0.261,,,
TLE45,Wakefield,TLE,2022,Catching up,Catching up,34.1,,0.12494341330918968,0.15043345232024477,0.2672106068332483,0.7924528301886793,0.4152334152334152,0.5481803264482331,0.8676000000000001,0.5640000000000001,,,
TLF,East Midlands,UKX,2020,Falling behind, ,33.1,0.23729668288934427,0.1180779448556911,0.17024383617469266,0.3724444746315289,0.7946410378319636,0.23978832478915166,0.606450169901198,0.7795827875995543,0.12167943777467034,10117.03000427731,365.3944591306543,2416.307594679307
TLF,East Midlands,UKX,2021,Falling behind, ,33.9,0.22215122470713525,0.11816458096321578,0.19233250704607965,0.3566165234812727,0.7766307854256511,0.24718759501368198,0.6032703896439642,0.7931479580725891,0.22290971646192212,,,
TLF,East Midlands,UKX,2022,Falling behind, ,34.3,,0.11503258030982988,0.10472133475328363,0.37813276535321266,0.8121760738374156,0.3303723303723304,0.5708277245169596,0.8144881818699415,0.38161742712238533,,,
TLF11,Derby,TLF,2020,Falling behind,Losing ground,35.5,1.0077238150965477,0.12545454545454546,0.139549436795995,0.4336670838548185,0.7909887359198998,0.23053892215568864,0.6099259920839393,0.9218999999999999,0.096,18068.85935724993,749.6958330812613,12470.507572243845
TLF11,Derby,TLF,2021,Falling behind,Losing ground,36.3,0.9293610435551625,0.13934426229508196,0.17448405253283303,0.4202626641651032,0.766729205753596,0.3109919571045576,0.6120339891296027,0.9410000000000001,0.46900000000000003,,,
TLF11,Derby,TLF,2022,Falling behind,Losing ground,36.6,,0.13388138578978273,0.1194888178913738,0.4415335463258786,0.7846645367412141,0.3056379821958457,0.5939504345515959,0.9949,0.6709999999999999,,,
TLF12,East Derbyshire,TLF,2020,Catching up,Steaming ahead,35.7,0.15470947577780936,0.12006319115323855,0.18118869013271782,0.3237160992498557,0.7784189267166762,0.28125,0.6093830216677333,0.8157902190103554,0.19631768973651761,7891.967373813971,323.21009118316164,1200.2700353265393
TLF12,East Derbyshire,TLF,2021,Catching up,Steaming ahead,37.2,0.15755208333333334,0.10745501285347044,0.1604370327774583,0.4031052328924669,0.7860839562967222,0.31989247311827956,0.6071079458176233,0.8133893394994175,0.24343783669290783,,,
TLF12,East Derbyshire,TLF,2022,Falling behind,Steaming ahead,37.8,,0.09984235417761429,0.11280487804878049,0.32865853658536587,0.8036585365853659,0.38509316770186336,0.5665996420748602,0.800024226265161,0.2795684511362052,,,
TLF13,South and West Derbyshire,TLF,2020,Catching up,Steaming ahead,34.7,0.32206890853507397,0.08446195518345236,0.1405440414507772,0.42001295336787564,0.8267487046632125,0.32149532710280376,0.6097380377413628,0.8098360047611197,0.11257300316469694,9226.154594069032,375.40106951871655,2585.3184248906173
TLF13,South and West Derbyshire,TLF,2021,Catching up,Steaming ahead,36.3,0.2903075850313783,0.11004324843825083,0.2119935170178282,0.35299837925445704,0.7763371150729336,0.24202898550724639,0.6045818880200678,0.8142055502678163,0.2250779036657972,,,
TLF13,South and West Derbyshire,TLF,2022,Catching up,Steaming ahead,36.7,,0.12888377445339472,0.08861185983827494,0.3935309973045822,0.8234501347708895,0.3416030534351145,0.5774116859720866,0.8193746780710625,0.3463827895393259,,,
TLF14,Nottingham,TLF,2020,Falling behind,Falling behind,32.1,0.2084969653695109,0.12033814022874192,0.16576819407008087,0.40925426774483376,0.7654986522911051,0.20306513409961685,0.6895440831170119,0.9357,0.21,7251.294170605447,290.5788131142621,1678.9050191312178
TLF14,Nottingham,TLF,2021,Falling behind,Falling behind,32.0,0.1799031682663722,0.13190034196384953,0.2223719676549865,0.4191374663072776,0.7556154537286612,0.32536764705882354,0.6956728275068911,0.9514000000000001,0.328,,,
TLF14,Nottingham,TLF,2022,Falling behind,Falling behind,31.8,,0.1379638439581351,0.1358313817330211,0.4056206088992974,0.7142857142857143,0.2360655737704918,0.6498981775454853,0.9937000000000001,0.488,,,
TLF15,North Nottinghamshire,TLF,2020,Falling behind,Catching up,28.9,0.14873387931845994,0.10969637610186092,0.2081887578070784,0.27064538514920194,0.7768910478834143,0.36236391912908245,0.606035117232678,0.7171495687515104,0.08304475054372899,8323.198047924969,412.0041176582725,1691.528299369007
TLF15,North Nottinghamshire,TLF,2021,Falling behind,Falling behind,29.3,0.16936050597329586,0.13010685103708358,0.24376731301939059,0.27804709141274236,0.7364958448753463,0.2759526938239159,0.6033926209762508,0.7219550415003541,0.11311884172533758,,,
TLF15,North Nottinghamshire,TLF,2022,Falling behind,Falling behind,29.4,,0.1237638597542703,0.11627056672760512,0.33418647166361976,0.8314442413162706,0.5314533622559653,0.5657875410894151,0.7590585347513159,0.18495142335374368,,,
TLF16,South Nottinghamshire,TLF,2020,Catching up,Steaming ahead,37.8,0.13132640988563166,0.10116279069767442,0.13949104618284638,0.46842601319509897,0.793119698397738,0.11617312072892938,0.6122896516700908,0.8070297297799929,0.19582703811844054,8373.711061361386,236.85677904741297,1146.749669182819
TLF16,South Nottinghamshire,TLF,2021,Catching up,Steaming ahead,37.9,0.10454937738873135,0.12710911136107986,0.15417256011315417,0.4073550212164074,0.80999528524281,0.22580645161290322,0.6103509302024431,0.8196390590277565,0.31460229364292797,,,
TLF16,South Nottinghamshire,TLF,2022,Falling behind,Steaming ahead,37.6,,0.11177347242921014,0.0656312625250501,0.48847695390781565,0.811623246492986,0.23138297872340424,0.5679732517606886,0.8591787899049331,0.5477148301684943,,,
TLF21,Leicester,TLF,2020,Catching up,Steaming ahead,33.8,0.08791441584577905,0.2550706822372465,0.20898027696181284,0.35543432647922785,0.7671002937473772,0.16756756756756758,0.6459359973110848,0.9584,0.075,8624.299542932673,375.26171686261875,1971.498547714386
TLF21,Leicester,TLF,2021,Catching up,Steaming ahead,35.1,0.10106332024140244,0.14184397163120568,0.19564288765484836,0.3515591627509611,0.681332763776164,0.15683646112600536,0.6379789611380607,0.962,0.24100000000000002,,,
TLF21,Leicester,TLF,2022,Catching up,Steaming ahead,35.8,,0.12352941176470589,0.09930008748906387,0.3731408573928259,0.7594050743657043,0.20545454545454545,0.6122137445467182,0.9793000000000002,0.49899999999999994,,,
TLF22,Leicestershire CC and Rutland,TLF,2020,Falling behind,Losing ground,33.5,0.18464001652721826,0.10691537761601456,0.15632810724835264,0.4287661895023858,0.8220858895705522,0.15708812260536398,0.5898127635964506,0.6961569565268677,0.11543093310056443,9341.259452564176,390.83104748723673,1396.2698326677282
TLF22,Leicestershire CC and Rutland,TLF,2021,Falling behind,Losing ground,34.0,0.1671488267438123,0.1032722906034224,0.14713216957605985,0.4080707322602584,0.8306506461119928,0.22088353413654618,0.5850334361662338,0.718244668676193,0.142963878132833,,,
TLF22,Leicestershire CC and Rutland,TLF,2022,Falling behind,Losing ground,34.3,,0.10454129838463883,0.08576859111427892,0.41411261582323594,0.8679021145165122,0.30755395683453235,0.5514171249800212,0.7506997925209427,0.21523134059173377,,,
TLF24,West Northamptonshire,TLF,2020,Falling behind,Losing ground,34.2,0.2231539888682746,0.11363636363636363,0.17502021018593372,0.36459175424413903,0.82821341956346,0.24,0.5854803707884579,0.7864357510488763,0.17750255204297055,9721.275271889159,315.0934632675775,3348.8594238841806
TLF24,West Northamptonshire,TLF,2021,Falling behind,Losing ground,35.1,0.22037504987365342,0.10951644954736145,0.18247298919567828,0.3041216486594638,0.8011204481792717,0.2454728370221328,0.5856477629849053,0.8033,0.41500000000000004,,,
TLF24,West Northamptonshire,TLF,2022,Catching up,Steaming ahead,35.8,,0.11002277904328019,0.07584501236603462,0.37180544105523494,0.8511953833470733,0.31301939058171746,0.56548402962148,0.8311000000000001,0.7290000000000001,,,
TLF25,North Northamptonshire,TLF,2020,Falling behind,Falling behind,28.2,0.22613519091847264,0.10047967684928048,0.16752941176470587,0.34494117647058825,0.8338823529411765,0.18696883852691218,0.5961782867659643,0.800617095286822,0.12771112522037156,9491.911183921831,300.85130035397714,991.428487844835
TLF25,North Northamptonshire,TLF,2021,Falling behind,Falling behind,29.5,0.2192375366568915,0.12233475479744137,0.19002822201317027,0.2939793038570085,0.8043273753527752,0.17067307692307693,0.5898706501895022,0.7985,0.216,,,
TLF25,North Northamptonshire,TLF,2022,Falling behind,Falling behind,30.4,,0.11108025548458761,0.1394422310756972,0.3296812749003984,0.8157370517928287,0.372972972972973,0.5525469995156959,0.8147000000000001,0.348,,,
TLF30,Lincolnshire,TLF,2020,Catching up,Catching up,32.7,0.11065481548154815,0.09977536503182328,0.18146805618486633,0.30856366107838695,0.7569098323516085,0.2972972972972973,0.5780437657966763,0.6573662728936731,0.05704045683841234,13628.042808554588,301.6839693478403,1053.1782918128342
TLF30,Lincolnshire,TLF,2021,Catching up,Steaming ahead,33.9,0.10833846785787636,0.1129236904114555,0.21726325328500226,0.32464884458541005,0.766425011327594,0.26285160038797284,0.5736639634019547,0.6894504191046843,0.09331730010058513,,,
TLF30,Lincolnshire,TLF,2022,Catching up,Steaming ahead,34.6,,0.10530085959885387,0.12440532825880114,0.31874405328258804,0.8037583254043768,0.4024242424242424,0.542085093433601,0.6906282327465512,0.30685725219543286,,,
TLG,West Midlands,UKX,2020,Catching up, ,33.2,0.23818358222653432,0.11932167461579227,0.18468854543946472,0.37040006635516604,0.7781249136000442,0.23626168224299066,0.6097347167630603,0.7927064350296498,0.16791590118223565,9112.133001927203,379.6087200823448,2398.644208905202
TLG,West Midlands,UKX,2021,Catching up, ,34.1,0.2426679762596348,0.1420550252667041,0.17384696161604996,0.38834388039903833,0.7762732472987537,0.23369565217391305,0.6075491426953914,0.8108777924802638,0.25104631918158876,,,
TLG,West Midlands,UKX,2022,Catching up, ,34.6,,0.12131397044834802,0.11412567827761247,0.4039325514907521,0.8205262850808098,0.33013654096228867,0.5692456871892153,0.8582711017264385,0.3653558221263193,,,
TLG11,"Herefordshire, County of",TLG,2020,Catching up,Catching up,27.3,0.12553720877629496,0.09117475160724722,0.14519056261343014,0.41379310344827586,0.8049001814882033,0.2558139534883721,0.5928364696642028,0.6512000000000001,0.171,7908.853404884149,208.09586733510193,1881.4367995803786
TLG11,"Herefordshire, County of",TLG,2021,Catching up,Catching up,28.7,0.1041101606509493,0.10331274564851207,0.13805631244323344,0.3941871026339691,0.8119891008174387,0.30434782608695654,0.5871311099497659,0.6533,0.245,,,
TLG11,"Herefordshire, County of",TLG,2022,Catching up,Catching up,29.6,,0.09040793825799338,0.08671586715867159,0.43634686346863466,0.7869003690036901,0.2943722943722944,0.5743989741361495,0.653,0.5,,,
TLG12,Worcestershire,TLG,2020,Catching up,Steaming ahead,33.5,0.11996508292804589,0.11610817166372722,0.1543509272467903,0.38002853067047077,0.8077032810271041,0.24925816023738873,0.5843429434546088,0.7594092460251314,0.09318099794650996,7373.542420587052,276.42873376339577,1807.9054561983182
TLG12,Worcestershire,TLG,2021,Catching up,Steaming ahead,34.3,0.1272846732767889,0.16942990110529377,0.14215686274509803,0.43166089965397925,0.813437139561707,0.20401854714064915,0.5733160082129006,0.7717328760859625,0.15462083992824732,,,
TLG12,Worcestershire,TLG,2022,Catching up,Steaming ahead,34.6,,0.09840515778758059,0.11121130147279831,0.4439434926360084,0.840697324917343,0.30754716981132074,0.5461117239205799,0.7942546213513815,0.30709579364416223,,,
TLG13,Warwickshire,TLG,2020,Catching up,Steaming ahead,37.6,0.29003489724699494,0.10380267214799589,0.14306654939900323,0.475520375256523,0.8238053356786866,0.22296173044925124,0.5788684996088268,0.7866805808340013,0.10712290946548328,14105.399669162834,553.9212213251353,6735.247095933536
TLG13,Warwickshire,TLG,2021,Falling behind,Losing ground,37.6,0.2890391426337335,0.12001358003734511,0.1405421331761933,0.44991160872127284,0.8229228049499117,0.24792013311148087,0.566502257496474,0.7924409651971825,0.17570613301630386,,,
TLG13,Warwickshire,TLG,2022,Falling behind,Losing ground,37.7,,0.10962199312714777,0.079764121663563,0.48417132216014896,0.8839230291744258,0.34759358288770054,0.5302795899961159,0.8046410998802563,0.27830732549130094,,,
TLG21,Telford and Wrekin,TLG,2020,Catching up,Steaming ahead,34.1,0.45399239543726233,0.16550657385924208,0.19065077910174152,0.30339138405132904,0.7855178735105408,0.28205128205128205,0.594605494786983,0.7734000000000001,0.05500000000000001,8748.85685668249,230.2617253843139,2032.2910769498756
TLG21,Telford and Wrekin,TLG,2021,Catching up,Steaming ahead,36.1,0.3786807040631683,0.11782477341389729,0.20018034265103696,0.3489630297565374,0.7610459873760145,0.33584905660377357,0.5966953087588845,0.7763,0.11100000000000002,,,
TLG21,Telford and Wrekin,TLG,2022,Catching up,Steaming ahead,37.6,,0.11191626409017713,0.14797360980207352,0.31385485391140433,0.8265786993402451,0.3695652173913043,0.5617590842426842,0.8009999999999999,0.152,,,
TLG22,Shropshire CC,TLG,2020,Falling behind,Falling behind,30.8,0.1220276235227111,0.08302308265078183,0.15616438356164383,0.39287671232876714,0.8082191780821918,0.19428571428571428,0.5684402000909504,0.6203,0.065,7413.762949011168,361.09242566931255,1077.9631373604198
TLG22,Shropshire CC,TLG,2021,Falling behind,Falling behind,32.5,0.12793701562307788,0.09304029304029304,0.15538290788013318,0.4178690344062153,0.7685904550499445,0.2517985611510791,0.5550268119222962,0.6253999999999998,0.11199999999999999,,,
TLG22,Shropshire CC,TLG,2022,Falling behind,Falling behind,33.6,,0.0841799709724238,0.09928229665071771,0.4102870813397129,0.8869617224880383,0.30158730158730157,0.5110368056531919,0.641,0.30000000000000004,,,
TLG23,Stoke-on-Trent,TLG,2020,Falling behind,Falling behind,30.4,0.22735703245749614,0.14396067415730338,0.22439949431099873,0.28255372945638435,0.7768647281921618,0.34560906515580736,0.6111269923435291,0.7997,0.01,7810.169114551477,339.57947748449055,1162.4341692416456
TLG23,Stoke-on-Trent,TLG,2021,Catching up,Catching up,31.6,0.38611300204220556,0.15106951871657753,0.1946564885496183,0.2900763358778626,0.7958015267175572,0.35514018691588783,0.6090615338122137,0.8232999999999999,0.235,,,
TLG23,Stoke-on-Trent,TLG,2022,Catching up,Catching up,32.4,,0.14154652686762778,0.146843853820598,0.3514950166112957,0.7926910299003322,0.5480769230769231,0.5789240859346451,0.8965,0.358,,,
TLG24,Staffordshire CC,TLG,2020,Falling behind,Falling behind,32.2,0.2149082233799114,0.09278977791299056,0.15886958182165362,0.40309337406912354,0.8168798930685507,0.2930135557872784,0.6005134808797746,0.7445476151343865,0.11260444394590403,8376.2826932331,303.7625668171,1713.7171767092825
TLG24,Staffordshire CC,TLG,2021,Falling behind,Falling behind,33.3,0.21437225819928973,0.1223796870386773,0.15106260769672603,0.41661880145510244,0.8033697108941221,0.24148003894839337,0.5950048302134407,0.7690732491539292,0.18660745220123656,,,
TLG24,Staffordshire CC,TLG,2022,Falling behind,Falling behind,33.9,,0.10081180811808119,0.06607142857142857,0.44146825396825395,0.8625,0.33910533910533913,0.5686664771111744,0.8133436190293452,0.3141734251142264,,,
TLG31,Birmingham,TLG,2020,Falling behind,Falling behind,32.6,0.2201083276912661,0.14571396472306483,0.19817860540981377,0.3742014408046758,0.7178197634905532,0.20953757225433525,0.6404675927054424,0.8781,0.33399999999999996,7430.472866925618,260.92293663250007,1522.3982674113756
TLG31,Birmingham,TLG,2021,Falling behind,Falling behind,33.6,0.2289484255739934,0.15936301290247587,0.1995400432900433,0.4034090909090909,0.7140151515151515,0.19725638599810785,0.6465579448693896,0.9056000000000001,0.38700000000000007,,,
TLG31,Birmingham,TLG,2022,Falling behind,Falling behind,34.2,,0.15368663594470047,0.13539158759382525,0.4169381107491857,0.7520181277439456,0.25870930896630495,0.6099673204025905,0.9775,0.429,,,
TLG32,Solihull,TLG,2020,Losing ground,Losing ground,41.4,0.516072408118486,0.09786276715410573,0.13081166272655634,0.4294720252167061,0.8163908589440504,0.19742489270386265,0.5863273453093812,0.8207999999999999,0.222,8639.194253375174,445.4049860421299,3009.219813941246
TLG32,Solihull,TLG,2021,Losing ground,Losing ground,40.3,0.505731554814506,0.10514541387024609,0.12857142857142856,0.430952380952381,0.8055555555555556,0.1673469387755102,0.5815107279498978,0.8184,0.376,,,
TLG32,Solihull,TLG,2022,Losing ground,Losing ground,39.7,,0.10496613995485328,0.09225700164744646,0.45057660626029655,0.8517298187808896,0.28888888888888886,0.5577044993063148,0.8861,0.535,,,
TLG33,Coventry,TLG,2020,Falling behind,Losing ground,37.5,0.3028855527393254,0.13056768558951964,0.1737012987012987,0.38758116883116883,0.7601461038961039,0.2131979695431472,0.7148203375669419,0.8322,0.6719999999999999,14494.631915027772,640.3870294685796,4791.3812572725665
TLG33,Coventry,TLG,2021,Falling behind,Losing ground,38.1,0.3366764814133235,0.14352640545144804,0.15963375796178345,0.40644904458598724,0.759156050955414,0.2115702479338843,0.7299121606504122,0.8479,0.915,,,
TLG33,Coventry,TLG,2022,Falling behind,Losing ground,38.5,,0.16742268041237113,0.1427980132450331,0.3783112582781457,0.7889072847682119,0.3235294117647059,0.6794150731158605,0.9159,0.9490000000000001,,,
TLG36,Dudley,TLG,2020,Catching up,Catching up,29.5,0.10826010544815466,0.09735307312696276,0.22181628392484343,0.3079331941544885,0.7682672233820459,0.25,0.5940845795363288,0.7972,0.019,10432.600422130261,1041.2823453158499,1773.0301972711109
TLG36,Dudley,TLG,2021,Falling behind,Falling behind,30.4,0.11035573122529645,0.137221269296741,0.1587467362924282,0.35091383812010446,0.8198433420365535,0.17971014492753623,0.5917964343878538,0.8537,0.049999999999999996,,,
TLG36,Dudley,TLG,2022,Falling behind,Falling behind,30.8,,0.12134439109559145,0.09507640067911714,0.3508771929824561,0.8732314657611772,0.29910714285714285,0.5437441725210712,0.9146,0.07500000000000001,,,
TLG37,Sandwell,TLG,2020,Catching up,Catching up,31.4,0.14765957446808511,0.16949931097841064,0.29142300194931775,0.2675438596491228,0.7519493177387915,0.21611001964636542,0.6009911081432537,0.9152,0.112,10098.727047792681,331.0977991926032,1019.3384555280635
TLG37,Sandwell,TLG,2021,Catching up,Catching up,31.7,0.16705178741334784,0.15244694673018622,0.245074483421432,0.27246516098029794,0.7674195098510331,0.378099173553719,0.608666403427953,0.9304000000000001,0.194,,,
TLG37,Sandwell,TLG,2022,Catching up,Catching up,32.0,,0.14180398959236773,0.13758566157090144,0.23563521349499209,0.7480231945176594,0.41422594142259417,0.5511170506376921,0.9693,0.363,,,
TLG38,Walsall,TLG,2020,Catching up,Catching up,28.8,0.24994968806600926,0.12996594778660614,0.21651270207852194,0.27655889145496537,0.7655889145496536,0.21428571428571427,0.6086204836635298,0.757,0.111,5968.649700408246,237.49124864751826,1002.1548784812197
TLG38,Walsall,TLG,2021,Catching up,Catching up,30.1,0.20989668297988037,0.1627783669141039,0.21077012159814706,0.2686740011580776,0.7556456282570932,0.14454976303317535,0.6072604011364595,0.777,0.119,,,
TLG38,Walsall,TLG,2022,Catching up,Catching up,30.7,,0.13305395495023573,0.1313451776649746,0.3629441624365482,0.8546954314720813,0.4017467248908297,0.5508467171143462,0.8522000000000001,0.249,,,
TLG39,Wolverhampton,TLG,2020,Catching up,Catching up,31.3,0.2761921965317919,0.1405152224824356,0.22263222632226323,0.31365313653136534,0.7662976629766297,0.22631578947368422,0.6179619417534765,0.8586999999999999,0.018,8064.688016198647,337.2941866041455,1100.3356956359569
TLG39,Wolverhampton,TLG,2021,Catching up,Catching up,33.0,0.20850169710683691,0.22319138019497178,0.21875,0.35232843137254904,0.7579656862745098,0.25316455696202533,0.6175736017558465,0.8718,0.152,,,
TLG39,Wolverhampton,TLG,2022,Catching up,Catching up,34.0,,0.14401525989508823,0.18523676880222842,0.36142061281337046,0.814066852367688,0.41947565543071164,0.5365195721293774,0.9693,0.37799999999999995,,,
TLH,East of England,UKX,2020,Falling behind, ,35.8,0.2386877511892185,0.10492054374880337,0.17338517695603872,0.3925567370258689,0.8039200126963973,0.21354377445029002,0.6003068700886456,0.7377323767247012,0.11811375079050623,12135.108175637724,368.78821334263046,4017.073737628077
TLH,East of England,UKX,2021,Falling behind, ,37.0,0.2610342800173829,0.11392927105887204,0.1742850352531094,0.39523092767171036,0.8105310412210516,0.23038327526132404,0.596395452596885,0.7486902664095416,0.21948291540140363,,,
TLH,East of England,UKX,2022,Falling behind, ,37.7,,0.10964610300192784,0.08590677849580641,0.4169118658050323,0.8420459232778771,0.2865598885793872,0.5683365952973018,0.7713289262638275,0.3681611789375327,,,
TLH11,Peterborough,TLH,2020,Falling behind,Falling behind,35.2,0.3076482383271269,0.15411558669001751,0.18866396761133603,0.32469635627530363,0.7862348178137651,0.26136363636363635,0.5778642884548798,0.8490000000000002,0.47100000000000003,9736.755853644889,418.1688823515305,2181.7367878298546
TLH11,Peterborough,TLH,2021,Falling behind,Falling behind,35.4,0.33877551020408164,0.15569196428571427,0.1829073482428115,0.36261980830670926,0.7675718849840255,0.24398625429553264,0.5783711368780894,0.8718999999999999,0.8090000000000002,,,
TLH11,Peterborough,TLH,2022,Falling behind,Falling behind,35.7,,0.1637239165329053,0.14203137902559868,0.34516928158546656,0.8530140379851362,0.33146067415730335,0.5562573206862498,0.8992000000000001,0.8659999999999999,,,
TLH12,Cambridgeshire CC,TLH,2020,Falling behind,Steaming ahead,37.7,0.4135466155254326,0.09510279124185192,0.1257455268389662,0.47340954274353875,0.8061630218687873,0.16025641025641027,0.5994509005915556,0.703344708429752,0.156583973553719,20879.65960098746,499.0208693176171,11528.30345798334
TLH12,Cambridgeshire CC,TLH,2021,Steaming ahead,Steaming ahead,39.5,0.5635112440093393,0.10475557033588294,0.1469265367316342,0.45602198900549723,0.8253373313343328,0.2017167381974249,0.58788360433465,0.7114031337787813,0.24420417968442334,,,
TLH12,Cambridgeshire CC,TLH,2022,Steaming ahead,Steaming ahead,40.4,,0.09711684370257967,0.08063281449349324,0.46057667772390914,0.846899719316152,0.25333333333333335,0.5687053862306254,0.7048163568965294,0.3800341436007388,,,
TLH14,Suffolk,TLH,2020,Falling behind,Catching up,35.0,0.16349275572999952,0.10003334444814939,0.20045714285714286,0.34377142857142856,0.8006857142857143,0.286697247706422,0.5781928137571564,0.6882615134835249,0.10347828439957792,11895.431335662455,438.5917764041924,2228.298844396668
TLH14,Suffolk,TLH,2021,Falling behind,Falling behind,35.9,0.1324410163339383,0.11141655886157827,0.2059025394646534,0.36261725005719514,0.8050789293067948,0.27582159624413144,0.5726083351127728,0.6965492385992277,0.1836274438900388,,,
TLH14,Suffolk,TLH,2022,Catching up,Catching up,36.5,,0.10474972013433552,0.08052568697729988,0.33620071684587816,0.850179211469534,0.31738437001594894,0.5445283681714386,0.7004686235503372,0.4105865264359295,,,
TLH15,Norwich and East Norfolk,TLH,2020,Catching up,Catching up,35.7,0.2015617374328941,0.109021113243762,0.20493934142114384,0.3305892547660312,0.8123916811091855,0.21709006928406466,0.6162126948358813,0.6963407173843662,0.03688485088476223,8359.312012899758,411.3410373555496,1475.8935769954312
TLH15,Norwich and East Norfolk,TLH,2021,Catching up,Catching up,36.7,0.23400267737617136,0.12185185185185185,0.18333333333333332,0.3429824561403509,0.825,0.19298245614035087,0.6069738096125484,0.7088705802864983,0.13456504293918578,,,
TLH15,Norwich and East Norfolk,TLH,2022,Catching up,Catching up,36.8,,0.10665685913938948,0.06675874769797421,0.4852670349907919,0.824585635359116,0.27034120734908135,0.5742097345998377,0.7473744749919139,0.2679639801229086,,,
TLH16,North and West Norfolk,TLH,2020,Falling behind,Falling behind,30.5,0.14997126987167209,0.08277777777777778,0.22067448680351906,0.2925219941348974,0.8057184750733137,0.2641509433962264,0.5347195270633156,0.5994199229759676,0.03746886407481515,7714.409276427818,300.56491066843256,732.1314340802408
TLH16,North and West Norfolk,TLH,2021,Falling behind,Falling behind,31.6,0.1305743845879415,0.09887157442235357,0.23076923076923078,0.3128205128205128,0.7787545787545788,0.24834437086092714,0.5287439136346205,0.6023508869179601,0.09626762749445676,,,
TLH16,North and West Norfolk,TLH,2022,Falling behind,Falling behind,32.4,,0.08762612851832183,0.06350364963503649,0.28686131386861313,0.8255474452554744,0.2301255230125523,0.5290228908591023,0.5875914436750163,0.2617164372631159,,,
TLH17,Breckland and South Norfolk,TLH,2020,Falling behind,Falling behind,32.8,0.08646431501230517,0.0938875305623472,0.178117048346056,0.42302798982188294,0.8142493638676844,0.2089041095890411,0.5609277430865299,0.5403199444891026,0.09755835469340086,10027.359781121751,281.3146725595426,1834.1576344312323
TLH17,Breckland and South Norfolk,TLH,2021,Falling behind,Falling behind,34.6,0.07020987467914842,0.09793566970715314,0.1927409261576971,0.32665832290362956,0.795369211514393,0.3241590214067278,0.5613537125573912,0.5410517569436094,0.21662977936756042,,,
TLH17,Breckland and South Norfolk,TLH,2022,Falling behind,Catching up,35.6,,0.09426811937470393,0.07959570435881239,0.3727100442198358,0.799115603284902,0.20125786163522014,0.5495153989280458,0.5779354819611471,0.3854967622571693,,,
TLH21,Luton,TLH,2020,Falling behind,Falling behind,35.3,0.2912097182385693,0.16091954022988506,0.1968727789623312,0.3368869936034115,0.7484008528784648,0.1977401129943503,0.6277550729034675,0.9211,0.04400000000000001,25945.76955630564,488.46149924028424,15198.188919368164
TLH21,Luton,TLH,2021,Falling behind,Falling behind,35.4,0.3001429252024774,0.18442401297998917,0.1678520625889047,0.3705547652916074,0.7503556187766715,0.23076923076923078,0.6250055565927862,0.9112,0.020999999999999998,,,
TLH21,Luton,TLH,2022,Falling behind,Falling behind,35.5,,0.17382307294361096,0.09365781710914454,0.41297935103244837,0.7529498525073747,0.19402985074626866,0.5974278878985606,0.9358,0.072,,,
TLH23,Hertfordshire,TLH,2020,Losing ground,Losing ground,38.1,0.30727205949866865,0.0991817858413376,0.1420728441349759,0.4710765934654526,0.8178896625602571,0.21176470588235294,0.6233452304240551,0.8109032457789715,0.07483741941673062,9623.629194767846,303.05590923217716,3416.826477576584
